Country,CountryName,TotalCase,NewCase,TotalDeath,NewDeath,TotalRecoverd,Active,Serious,TotalTests,Population,Date,AverageDate
U,USA,8288278,71687,223644,928,5395401,2669233,15318,123736447,331573957,10/15/20,10/15/20
I,India,7430635,65126,113032,886,6521634,795969,8944,92254927,1383974858,10/15/20,10/15/20
B,Brazil,5201570,30574,153229,716,4619560,428781,8318,17900000,213003354,10/15/20,10/15/20
R,Russia,1369313,15150,23723,232,1056582,289008,2300,52782097,145953021,10/15/20,10/15/20
S,Spain,982723,12169,33775,222,0,0,1768,14590713,46760149,10/15/20,10/15/20
A,Argentina,965609,16546,25723,381,778501,161385,4346,2338651,45317258,10/15/20,10/15/20
C,Colombia,945354,8372,28616,159,837001,79737,2068,4357639,51041409,10/15/20,10/15/20
P,Peru,862417,2677,33648,71,769077,59692,1149,4181976,33105442,10/15/20,10/15/20
M,Mexico,834910,5514,85285,387,608188,141437,2625,2144441,129328777,10/15/20,10/15/20
F,France,834770,25086,33303,178,104696,696771,1800,13128805,65316244,10/15/20,10/15/20
S,South Africa,700203,2019,18370,61,629260,52573,546,4505533,59526614,10/15/20,10/15/20
U,UK,689257,15650,43429,136,0,0,580,28986852,67991065,10/15/20,10/15/20
I,Iran,522387,4552,29870,265,420910,71607,4684,4454570,84306169,10/15/20,10/15/20
C,Chile,488190,1694,13529,95,461097,13564,794,3821206,19164310,10/15/20,10/15/20
I,Iraq,420303,3501,10142,56,353962,56199,490,2588780,40481542,10/15/20,10/15/20
I,Italy,391611,10010,36427,55,247872,107312,638,13228204,60435389,10/15/20,10/15/20
B,Bangladesh,386086,1527,5623,15,300738,79725,0,2140129,165169446,10/15/20,10/15/20
G,Germany,356792,7976,9836,26,287600,59356,690,19276507,83863094,10/15/20,10/15/20
I,Indonesia,353461,4301,12347,79,277544,63570,0,3976653,274369105,10/15/20,10/15/20
P,Philippines,351750,3139,6531,34,294865,50354,1562,4305171,110005681,10/15/20,10/15/20
T,Turkey,343955,1812,9153,73,301098,33704,1445,12194778,84604283,10/15/20,10/15/20
S,Saudi Arabia,341495,433,5144,17,327795,8556,835,7267825,34971166,10/15/20,10/15/20
P,Pakistan,321877,659,6621,7,305835,9421,529,4009497,222129270,10/15/20,10/15/20
I,Israel,301896,1695,2141,14,262503,37252,714,4155327,9197590,10/15/20,10/15/20
U,Ukraine,287231,5992,5408,106,121919,159904,177,2695488,43655157,10/15/20,10/15/20
N,Netherlands,211938,7984,6708,16,0,0,358,2872319,17146089,10/15/20,10/15/20
C,Canada,194106,2374,9722,23,163644,20740,188,8563059,37839146,10/15/20,10/15/20
B,Belgium,191959,10448,10327,49,20720,160912,327,3916417,11604501,10/15/20,10/15/20
R,Romania,172516,4026,5749,75,127076,39691,726,2800912,19199264,10/15/20,10/15/20
M,Morocco,167148,3498,2818,46,138989,25341,546,2993488,37038205,10/15/20,10/15/20
C,Czechia,160112,11102,1283,53,66093,92736,551,1726678,10714862,10/15/20,10/15/20
P,Poland,157608,7705,3440,132,87773,66395,540,3886154,37834291,10/15/20,10/15/20
E,Ecuador,151659,1299,12357,51,128134,11168,331,486987,17720825,10/15/20,10/15/20
B,Bolivia,139319,178,8407,30,103499,27413,71,318678,11719353,10/15/20,10/15/20
Q,Qatar,128992,189,222,0,126006,2764,54,861236,2807805,10/15/20,10/15/20
N,Nepal,126137,4392,715,21,88040,37382,0,1254167,29288278,10/15/20,10/15/20
P,Panama,123498,615,2546,17,99286,21666,116,574012,4334467,10/15/20,10/15/20
D,Dominican Republic,120450,384,2192,3,96883,21375,158,535572,10879735,10/15/20,10/15/20
K,Kuwait,114744,729,690,6,106495,7559,136,817505,4288916,10/15/20,10/15/20
U,UAE,112849,1412,455,3,104943,7451,0,11447304,9925255,10/15/20,10/15/20
K,Kazakhstan,109202,108,1768,0,104801,2633,221,3175675,18842225,10/15/20,10/15/20
O,Oman,108296,0,1071,0,94229,12996,216,376700,5143721,10/15/20,10/15/20
E,Egypt,105159,126,6099,11,98089,971,41,135000,102891513,10/15/20,10/15/20
S,Sweden,103200,0,5918,6,0,0,30,1925218,10117791,10/15/20,10/15/20
G,Guatemala,100431,666,3478,25,89494,7459,5,382409,18011279,10/15/20,10/15/20
P,Portugal,95902,2608,2149,21,56066,37687,144,2936710,10187851,10/15/20,10/15/20
C,Costa Rica,94348,1196,1168,9,58269,34911,217,271394,5107745,10/15/20,10/15/20
J,Japan,91431,721,1650,4,84451,5330,148,2398408,126361081,10/15/20,10/15/20
E,Ethiopia,87834,665,1337,12,41628,44869,301,1383649,115777819,10/15/20,10/15/20
B,Belarus,86392,658,921,5,78990,6481,0,2170047,9448400,10/15/20,10/15/20
H,Honduras,86089,631,2552,19,34099,49438,25,200039,9950286,10/15/20,10/15/20
C,China,85646,24,4634,0,80759,253,4,160000000,1439323776,10/15/20,10/15/20
V,Venezuela,85469,0,720,0,77689,7060,186,1996103,28411938,10/15/20,10/15/20
B,Bahrain,77325,371,292,3,73421,3612,42,1599549,1718208,10/15/20,10/15/20
S,Switzerland,74422,3105,2122,7,50500,21800,54,1578103,8673212,10/15/20,10/15/20
M,Moldova,65860,784,1549,19,46543,17768,864,328482,4031172,10/15/20,10/15/20
U,Uzbekistan,62588,310,520,2,59624,2444,252,1377915,33610161,10/15/20,10/15/20
A,Armenia,61460,1465,1056,10,47541,12863,0,340116,2964882,10/15/20,10/15/20
A,Austria,61387,1163,882,5,47618,12887,124,1861672,9021527,10/15/20,10/15/20
N,Nigeria,61194,212,1119,3,52304,7771,7,572705,207600423,10/15/20,10/15/20
L,Lebanon,60113,1368,509,8,26468,33136,201,1040965,6816319,10/15/20,10/15/20
S,Singapore,57901,9,28,0,57784,89,0,3290291,5863846,10/15/20,10/15/20
A,Algeria,53998,221,1841,14,37856,14301,38,0,44079887,10/15/20,10/15/20
P,Paraguay,53482,886,1165,15,34927,17390,145,322978,7158084,10/15/20,10/15/20
K,Kyrgyzstan,51020,431,1103,4,45288,4629,24,276522,6555378,10/15/20,10/15/20
L,Libya,47845,1169,699,18,26062,21084,0,267258,6898482,10/15/20,10/15/20
I,Ireland,47427,998,1841,3,23364,22222,29,1386279,4953895,10/15/20,10/15/20
G,Ghana,47173,0,310,0,46527,336,8,503524,31259561,10/15/20,10/15/20
P,Palestine,46434,334,402,1,39921,6111,0,470987,5135406,10/15/20,10/15/20
A,Azerbaijan,43789,509,621,2,39800,3368,0,1209802,10165954,10/15/20,10/15/20
K,Kenya,43580,437,813,8,31648,11119,0,607241,54111459,10/15/20,10/15/20
H,Hungary,43025,1293,1085,33,13134,28806,171,871417,9653046,10/15/20,10/15/20
A,Afghanistan,40073,47,1485,4,33516,5072,93,116255,39179933,10/15/20,10/15/20
S,Serbia,35719,265,772,2,31536,3411,23,1227337,8726870,10/15/20,10/15/20
T,Tunisia,34790,0,512,0,5032,29246,149,282457,11854775,10/15/20,10/15/20
J,Jordan,34548,1539,310,28,6692,27546,55,1535529,10232772,10/15/20,10/15/20
D,Denmark,34441,418,677,0,28551,5213,16,4534292,5798226,10/15/20,10/15/20
M,Myanmar,33488,1137,799,34,15477,17212,0,478067,54517031,10/15/20,10/15/20
B,Bosnia and Herzegovina,32845,621,980,8,24603,7262,0,272139,3274712,10/15/20,10/15/20
E,El Salvador,31265,204,912,4,26542,3811,38,438019,6495849,10/15/20,10/15/20
B,Bulgaria,28505,998,958,14,16875,10672,76,602807,6932765,10/15/20,10/15/20
A,Australia,27371,9,904,0,25062,1405,1,8190626,25586239,10/15/20,10/15/20
S,Slovakia,26300,2075,71,0,7182,19047,69,594245,5460426,10/15/20,10/15/20
S,S. Korea,25035,47,441,2,23180,1414,85,2459426,51282264,10/15/20,10/15/20
G,Greece,24450,503,490,8,9989,13971,81,1508460,10407845,10/15/20,10/15/20
C,Croatia,23665,1131,345,1,19087,4233,24,385072,4097692,10/15/20,10/15/20
N,North Macedonia,22607,437,821,6,16949,4837,15,216541,2083349,10/15/20,10/15/20
C,Cameroon,21441,0,423,0,20117,901,61,149000,26734764,10/15/20,10/15/20
I,Ivory Coast,20275,18,121,1,19953,201,0,177817,26565046,10/15/20,10/15/20
M,Malaysia,18758,629,176,6,12259,6323,99,1839700,32486814,10/15/20,10/15/20
M,Madagascar,16754,0,237,0,16124,393,15,75637,27894255,10/15/20,10/15/20
A,Albania,16501,289,443,4,9957,6101,21,100405,2876863,10/15/20,10/15/20
N,Norway,16272,136,278,0,11863,4131,5,1198048,5433683,10/15/20,10/15/20
Z,Zambia,15659,0,346,0,14899,414,0,198402,18530392,10/15/20,10/15/20
S,Senegal,15368,20,317,1,13704,1347,6,194293,16869766,10/15/20,10/15/20
G,Georgia,15327,887,124,11,7613,7590,0,763603,3986889,10/15/20,10/15/20
M,Montenegro,15281,273,228,7,10569,4484,20,79614,628090,10/15/20,10/15/20
S,Sudan,13691,0,836,0,6764,6091,0,0,44142670,10/15/20,10/15/20
F,Finland,13133,189,351,1,9100,3682,6,1279191,5543269,10/15/20,10/15/20
N,Namibia,12215,112,131,1,10360,1724,5,114126,2554203,10/15/20,10/15/20
S,Slovenia,11517,834,180,4,5924,5413,45,278804,2079023,10/15/20,10/15/20
G,Guinea,11362,107,70,0,10420,872,24,39166,13234259,10/15/20,10/15/20
M,Maldives,11154,41,35,0,9995,1124,12,150743,543297,10/15/20,10/15/20
D,DRC,10999,64,301,20,10342,356,0,0,90332766,10/15/20,10/15/20
M,Mozambique,10612,75,73,0,8262,2277,0,164361,31504490,10/15/20,10/15/20
L,Luxembourg,10471,227,133,0,8468,1870,4,927726,628929,10/15/20,10/15/20
T,Tajikistan,10414,40,80,0,9393,941,0,0,9599126,10/15/20,10/15/20
U,Uganda,10334,217,96,0,6901,3337,0,518558,46149431,10/15/20,10/15/20
F,French Guiana,10239,6,69,0,9955,215,5,71186,300891,10/15/20,10/15/20
H,Haiti,8925,0,231,0,7182,1512,0,29115,11443063,10/15/20,10/15/20
G,Gabon,8881,12,54,0,8430,397,3,210482,2240779,10/15/20,10/15/20
J,Jamaica,8132,65,162,2,3653,4317,16,87331,2964979,10/15/20,10/15/20
Z,Zimbabwe,8099,24,231,0,7673,195,0,162958,14925793,10/15/20,10/15/20
M,Mauritania,7603,18,163,0,7339,101,3,83821,4684517,10/15/20,10/15/20
C,Cabo Verde,7526,82,82,3,6425,1019,23,87480,557751,10/15/20,10/15/20
A,Angola,7222,126,234,6,3012,3976,14,85213,33155560,10/15/20,10/15/20
G,Guadeloupe,7122,214,96,0,2199,4827,35,62313,400144,10/15/20,10/15/20
L,Lithuania,7041,281,112,2,3035,3894,15,876598,2710809,10/15/20,10/15/20
C,Cuba,6118,56,124,1,5702,292,5,728426,11324563,10/15/20,10/15/20
M,Malawi,5842,6,181,0,4735,926,4,56957,19271048,10/15/20,10/15/20
E,Eswatini,5746,13,115,0,5392,239,19,45570,1163677,10/15/20,10/15/20
B,Bahamas,5517,132,114,2,3201,2202,107,26150,394344,10/15/20,10/15/20
D,Djibouti,5449,6,61,0,5372,16,0,81778,992175,10/15/20,10/15/20
S,Sri Lanka,5354,110,13,0,3385,1956,0,357698,21439739,10/15/20,10/15/20
N,Nicaragua,5353,0,154,0,4225,974,0,0,6647548,10/15/20,10/15/20
B,Botswana,5242,0,20,0,905,4317,1,256952,2365303,10/15/20,10/15/20
T,Trinidad and Tobago,5241,47,95,2,3545,1601,14,33013,1400827,10/15/20,10/15/20
H,Hong Kong,5221,7,105,0,4951,165,12,3473928,7514825,10/15/20,10/15/20
C,Congo,5156,0,92,0,3887,1177,0,0,5556932,10/15/20,10/15/20
S,Suriname,5113,19,109,0,4921,83,4,16739,588172,10/15/20,10/15/20
E,Equatorial Guinea,5068,0,83,0,4954,31,1,63108,1415989,10/15/20,10/15/20
S,Syria,4987,56,241,3,1456,3290,0,0,17622310,10/15/20,10/15/20
R,Rwanda,4965,12,34,1,4664,267,0,530304,13044019,10/15/20,10/15/20
C,CAR,4855,0,62,0,1924,2869,2,32711,4854061,10/15/20,10/15/20
R,Réunion,4776,98,17,0,4445,314,17,35419,897189,10/15/20,10/15/20
A,Aruba,4289,4,32,0,3947,310,4,35927,106900,10/15/20,10/15/20
M,Malta,4282,122,45,0,3142,1095,6,292476,441891,10/15/20,10/15/20
M,Mayotte,4030,0,43,0,2964,1023,4,13000,274699,10/15/20,10/15/20
E,Estonia,4017,37,68,0,3137,812,1,240117,1326800,10/15/20,10/15/20
I,Iceland,3929,92,11,1,2713,1205,4,321512,341894,10/15/20,10/15/20
S,Somalia,3864,0,99,0,3089,676,0,0,16019359,10/15/20,10/15/20
F,French Polynesia,3797,224,14,1,2844,939,10,26355,281386,10/15/20,10/15/20
G,Guyana,3672,52,107,0,2590,975,13,16561,787671,10/15/20,10/15/20
T,Thailand,3669,4,59,0,3467,143,1,977854,69851776,10/15/20,10/15/20
G,Gambia,3649,5,118,0,2649,882,0,18193,2435976,10/15/20,10/15/20
M,Mali,3378,10,132,0,2563,683,0,64569,20416513,10/15/20,10/15/20
A,Andorra,3377,187,59,0,2057,1261,22,137457,77302,10/15/20,10/15/20
L,Latvia,3204,148,42,1,1329,1833,9,382949,1879918,10/15/20,10/15/20
S,South Sudan,2817,10,55,0,1290,1472,0,12044,11232022,10/15/20,10/15/20
B,Belize,2682,63,41,1,1612,1029,5,18518,399714,10/15/20,10/15/20
B,Benin,2496,0,41,0,2330,125,0,238105,12213784,10/15/20,10/15/20
U,Uruguay,2450,33,51,0,2042,357,2,276559,3477286,10/15/20,10/15/20
G,Guinea-Bissau,2389,0,41,0,1782,566,5,0,1981325,10/15/20,10/15/20
C,Cyprus,2379,94,25,0,1444,910,2,430602,1209941,10/15/20,10/15/20
B,Burkina Faso,2343,8,65,0,1718,560,0,0,21066456,10/15/20,10/15/20
S,Sierra Leone,2325,2,73,0,1750,502,0,0,8023697,10/15/20,10/15/20
M,Martinique,2257,0,24,0,98,2135,19,42504,375179,10/15/20,10/15/20
Y,Yemen,2055,2,596,0,1335,124,0,0,30014622,10/15/20,10/15/20
T,Togo,2027,31,51,0,1500,476,0,105227,8334322,10/15/20,10/15/20
N,New Zealand,1880,4,25,0,1809,46,0,1016853,5002100,10/15/20,10/15/20
L,Lesotho,1833,0,42,0,961,830,0,21291,2147233,10/15/20,10/15/20
L,Liberia,1377,3,82,0,1264,31,2,30332,5091740,10/15/20,10/15/20
C,Chad,1361,11,93,1,1138,130,0,0,16559770,10/15/20,10/15/20
N,Niger,1209,2,69,0,1126,14,9,30162,24452453,10/15/20,10/15/20
V,Vietnam,1124,0,35,0,1031,58,0,1246480,97595194,10/15/20,10/15/20
S,Sao Tome and Principe,932,3,15,0,896,21,0,5559,220334,10/15/20,10/15/20
S,San Marino,759,0,42,0,685,32,3,8321,33952,10/15/20,10/15/20
C,Channel Islands,748,0,48,0,649,51,2,132517,174332,10/15/20,10/15/20
S,Sint Maarten,746,9,22,0,659,65,6,4736,43018,10/15/20,10/15/20
D,Diamond Princess,712,0,13,0,659,40,4,0,0,10/15/20,10/15/20
C,Curaçao,698,25,1,0,391,306,4,10065,164291,10/15/20,10/15/20
T,Turks and Caicos,697,1,6,0,674,17,1,3770,38869,10/15/20,10/15/20
P,Papua New Guinea,578,0,7,0,537,34,0,26690,8995937,10/15/20,10/15/20
G,Gibraltar,544,13,0,0,441,103,5,56220,33688,10/15/20,10/15/20
T,Taiwan,535,4,7,0,491,37,0,98355,23829536,10/15/20,10/15/20
S,Saint Martin,531,30,8,0,380,143,11,5801,38857,10/15/20,10/15/20
B,Burundi,531,2,1,0,497,33,0,44526,11991213,10/15/20,10/15/20
T,Tanzania,509,0,21,0,183,305,7,0,60217761,10/15/20,10/15/20
C,Comoros,502,6,7,0,485,10,0,0,874927,10/15/20,10/15/20
F,Faeroe Islands,482,2,0,0,471,11,0,143379,48918,10/15/20,10/15/20
E,Eritrea,422,0,0,0,376,46,0,0,3560699,10/15/20,10/15/20
M,Mauritius,417,2,10,0,364,43,0,260973,1272393,10/15/20,10/15/20
I,Isle of Man,348,0,24,0,319,5,0,14898,85166,10/15/20,10/15/20
M,Mongolia,320,0,0,0,311,9,1,80030,3293594,10/15/20,10/15/20
B,Bhutan,316,0,0,0,296,20,0,156245,774090,10/15/20,10/15/20
C,Cambodia,283,0,0,0,278,5,0,158636,16786271,10/15/20,10/15/20
M,Monaco,255,2,2,0,217,36,2,51953,39324,10/15/20,10/15/20
C,Cayman Islands,233,8,1,0,212,20,1,43506,65947,10/15/20,10/15/20
B,Barbados,219,1,7,0,195,17,0,29854,287479,10/15/20,10/15/20
L,Liechtenstein,192,9,1,0,132,59,3,2200,38160,10/15/20,10/15/20
B,Bermuda,185,0,9,0,172,4,0,74353,62209,10/15/20,10/15/20
C,Caribbean Netherlands,150,0,2,0,111,37,0,2890,26294,10/15/20,10/15/20
S,Seychelles,149,1,0,0,148,1,0,5200,98526,10/15/20,10/15/20
B,Brunei,147,0,3,0,143,1,0,63246,438705,10/15/20,10/15/20
A,Antigua and Barbuda,112,0,3,0,100,9,0,3162,98167,10/15/20,10/15/20
S,St. Barth,72,5,0,0,55,17,0,3347,9886,10/15/20,10/15/20
B,British Virgin Islands,71,0,1,0,70,0,0,5193,30290,10/15/20,10/15/20
S,St. Vincent Grenadines,65,1,0,0,64,1,0,5793,111044,10/15/20,10/15/20
M,Macao,46,0,0,0,46,0,0,4238,651911,10/15/20,10/15/20
D,Dominica,33,0,0,0,29,4,0,3955,72039,10/15/20,10/15/20
F,Fiji,32,0,2,0,30,0,0,11771,898353,10/15/20,10/15/20
S,Saint Lucia,32,1,0,0,27,5,0,9027,183874,10/15/20,10/15/20
T,Timor-Leste,29,0,0,0,28,1,0,9471,1325691,10/15/20,10/15/20
N,New Caledonia,27,0,0,0,27,0,0,14585,286301,10/15/20,10/15/20
V,Vatican City,26,0,0,0,12,14,0,0,802,10/15/20,10/15/20
G,Grenada,25,0,0,0,24,1,0,6252,112677,10/15/20,10/15/20
L,Laos,23,0,0,0,22,1,0,59448,7306239,10/15/20,10/15/20
S,Saint Kitts and Nevis,19,0,0,0,19,0,0,2828,53310,10/15/20,10/15/20
G,Greenland,16,0,0,0,14,2,0,9627,56799,10/15/20,10/15/20
S,Saint Pierre Miquelon,16,0,0,0,12,4,0,2222,5786,10/15/20,10/15/20
M,Montserrat,13,0,1,0,12,0,0,483,4993,10/15/20,10/15/20
F,Falkland Islands,13,0,0,0,13,0,0,2682,3509,10/15/20,10/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,601540,10/15/20,10/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,10/15/20,10/15/20
A,Anguilla,3,0,0,0,3,0,0,1329,15042,10/15/20,10/15/20
S,Solomon Islands,3,0,0,0,0,3,0,96,691702,10/15/20,10/15/20
W,Wallis and Futuna,1,1,0,0,0,1,0,0,11179,10/15/20,10/15/20
U,USA,8587350,64067,227408,1224,5602116,2757826,15686,128660862,331605717,10/20/20,10/15/20
I,India,7705158,56000,116653,703,6871895,716610,8944,97200379,1384197100,10/20/20,10/15/20
B,Brazil,5300649,25832,155459,571,4756489,388701,8318,17900000,213028086,10/20/20,10/15/20
R,Russia,1447335,15700,24952,317,1096560,325823,2300,55171784,145954044,10/20/20,10/15/20
S,Spain,1069535,16973,34366,156,0,0,1930,15503165,46760445,10/20/20,10/15/20
A,Argentina,1037325,18326,27519,419,840520,169286,4573,2702220,45324050,10/20/20,10/15/20
C,Colombia,981700,7561,29464,192,884895,67341,2115,4564070,51050295,10/20/20,10/15/20
F,France,957421,26676,34048,163,107652,815721,2248,13931849,65318605,10/20/20,10/15/20
P,Peru,876885,2767,33937,62,792892,50056,1076,4293748,33112973,10/20/20,10/15/20
M,Mexico,860714,5788,86893,555,627584,146237,2617,2207837,129350970,10/20/20,10/15/20
U,UK,789225,26684,44158,191,0,0,629,30187915,67996899,10/20/20,10/15/20
S,South Africa,708359,2055,18741,85,641706,47912,546,4607883,59538871,10/20/20,10/15/20
I,Iran,545286,5616,31346,312,438709,75231,4861,4599554,84323792,10/20/20,10/15/20
C,Chile,495637,1159,13719,17,468269,13649,767,3974189,19166996,10/20/20,10/15/20
I,Italy,449647,15198,36832,127,257374,155441,926,13962029,60433937,10/20/20,10/15/20
I,Iraq,438265,3667,10418,52,369010,58837,466,2685744,40496374,10/20/20,10/15/20
B,Bangladesh,393131,1545,5723,24,308845,78563,0,2206411,165196323,10/20/20,10/15/20
G,Germany,391355,10457,9999,44,302100,79256,943,19276507,83867475,10/20/20,10/15/20
I,Indonesia,373109,4267,12857,123,297509,62743,0,4167210,274416492,10/20/20,10/15/20
P,Philippines,362224,1490,6745,58,311490,43989,1562,4450230,110029593,10/20/20,10/15/20
T,Turkey,353426,2013,9513,68,308446,35467,1504,12759069,84619153,10/20/20,10/15/20
S,Saudi Arabia,343373,405,5235,18,329715,8423,804,7509140,34980060,10/20/20,10/15/20
P,Pakistan,324744,667,6692,19,308674,9378,559,4148739,222199700,10/20/20,10/15/20
U,Ukraine,315826,6719,5927,141,132219,177680,177,2880105,43650873,10/20/20,10/15/20
I,Israel,307335,1173,2291,13,285475,19569,596,4303692,9197590,10/20/20,10/15/20
N,Netherlands,253134,8743,6873,59,0,0,465,2872319,17146709,10/20/20,10/15/20
B,Belgium,240159,9679,10489,46,21477,208193,486,4215269,11605326,10/20/20,10/15/20
C,Czechia,208915,14969,1739,120,83136,124040,657,1885488,10715187,10/20/20,10/15/20
C,Canada,205954,2266,9826,32,173514,22614,215,8853898,37844565,10/20/20,10/15/20
P,Poland,202579,10040,3851,130,98884,99844,757,4109390,37833614,10/20/20,10/15/20
R,Romania,191102,4848,6065,69,137835,47202,766,2927096,19197172,10/20/20,10/15/20
M,Morocco,182580,3577,3079,52,151634,27867,625,3107430,37045375,10/20/20,10/15/20
E,Ecuador,155625,1510,12453,49,134187,8985,361,505231,17725220,10/20/20,10/15/20
N,Nepal,144872,5743,791,26,99605,44476,0,1334897,29296880,10/20/20,10/15/20
B,Bolivia,140037,147,8526,24,105526,25985,71,322675,11721964,10/20/20,10/15/20
Q,Qatar,130210,266,225,1,127093,2892,42,899439,2807805,10/20/20,10/15/20
P,Panama,126435,696,2597,12,102725,21113,117,600018,4335582,10/20/20,10/15/20
D,Dominican Republic,122398,425,2206,2,100051,20141,157,551041,10881517,10/20/20,10/15/20
U,UAE,119132,1538,472,2,111814,6846,0,11988391,9927214,10/20/20,10/15/20
K,Kuwait,118531,813,721,7,109916,7894,130,849662,4289952,10/20/20,10/15/20
O,Oman,111484,451,1137,15,97367,12980,207,376700,5145857,10/20/20,10/15/20
K,Kazakhstan,109766,143,1796,0,105301,2669,221,3175675,18845906,10/20/20,10/15/20
S,Sweden,108969,1206,5924,0,0,0,30,1925218,10118821,10/20/20,10/15/20
P,Portugal,106271,2535,2229,16,63238,40804,187,3093526,10187366,10/20/20,10/15/20
E,Egypt,105883,178,6155,13,98516,1212,41,135000,102923202,10/20/20,10/15/20
G,Guatemala,102415,196,3567,21,92149,6699,5,395620,18016720,10/20/20,10/15/20
C,Costa Rica,99425,1503,1236,14,60738,37451,206,271394,5108507,10/20/20,10/15/20
J,Japan,93933,453,1679,3,87107,5147,150,2482485,126354762,10/20/20,10/15/20
S,Switzerland,91763,5596,2039,17,54600,35124,101,1674840,8674248,10/20/20,10/15/20
E,Ethiopia,91118,628,1384,13,44506,45228,303,1416829,115824643,10/20/20,10/15/20
H,Honduras,90232,851,2582,6,35930,51720,25,213204,9952870,10/20/20,10/15/20
B,Belarus,89642,733,941,4,80905,7796,0,2267862,9448349,10/20/20,10/15/20
V,Venezuela,88035,391,753,6,81626,5656,117,2022949,28410622,10/20/20,10/15/20
C,China,85715,11,4634,0,80834,247,3,160000000,1439323776,10/20/20,10/15/20
B,Bahrain,78907,374,308,3,75424,3175,31,1648827,1719183,10/20/20,10/15/20
A,Austria,69409,1958,925,11,52617,15867,147,1993124,9022368,10/20/20,10/15/20
M,Moldova,68791,833,1630,13,49702,17459,849,335091,4031019,10/20/20,10/15/20
A,Armenia,68530,1836,1121,20,49219,18190,0,357104,2964973,10/20/20,10/15/20
L,Lebanon,65577,1241,536,5,30470,34571,238,1098302,6815821,10/20/20,10/15/20
U,Uzbekistan,64010,179,534,0,61068,2408,252,1377915,33618116,10/20/20,10/15/20
N,Nigeria,61667,37,1125,0,56880,3662,7,595283,207684434,10/20/20,10/15/20
S,Singapore,57933,12,28,0,57821,84,0,3486260,5864599,10/20/20,10/15/20
P,Paraguay,56819,746,1250,19,37673,17896,142,336639,7159520,10/20/20,10/15/20
A,Algeria,55081,252,1880,7,38482,14719,33,0,44092885,10/20/20,10/15/20
K,Kyrgyzstan,53459,549,1118,5,46444,5897,24,388670,6557145,10/20/20,10/15/20
I,Ireland,53422,1166,1868,3,23364,28190,35,1484867,4954799,10/20/20,10/15/20
L,Libya,51625,719,765,19,28440,22420,0,281242,6900014,10/20/20,10/15/20
H,Hungary,50180,1423,1259,48,14905,34016,201,919481,9652646,10/20/20,10/15/20
P,Palestine,48628,499,427,6,41935,6266,0,485716,5137355,10/20/20,10/15/20
G,Ghana,47461,0,312,0,46752,397,8,512523,31270216,10/20/20,10/15/20
A,Azerbaijan,46593,714,642,7,40448,5503,0,1250736,10167450,10/20/20,10/15/20
K,Kenya,46144,497,858,16,32760,12526,0,632669,54130921,10/20/20,10/15/20
T,Tunisia,45892,1442,740,29,5032,40120,168,311002,11856801,10/20/20,10/15/20
J,Jordan,43620,2648,443,29,7223,35954,55,1643054,10234431,10/20/20,10/15/20
A,Afghanistan,40510,153,1501,2,33824,5185,93,118540,39194341,10/20/20,10/15/20
M,Myanmar,39696,1194,972,27,18865,19859,0,552448,54523001,10/20/20,10/15/20
S,Serbia,37120,512,781,1,31536,4803,27,1256531,8726295,10/20/20,10/15/20
D,Denmark,37003,630,690,2,30432,5881,16,4713747,5798559,10/20/20,10/15/20
B,Bosnia and Herzegovina,36315,926,1031,14,25779,9505,0,283335,3274379,10/20/20,10/15/20
S,Slovakia,33602,2202,98,0,8404,25100,76,641810,5460469,10/20/20,10/15/20
B,Bulgaria,33335,1472,1048,29,17598,14689,107,663639,6931913,10/20/20,10/15/20
E,El Salvador,32120,145,933,4,27670,3517,43,451284,6496385,10/20/20,10/15/20
C,Croatia,28287,1424,393,11,21435,6459,38,414774,4097279,10/20/20,10/15/20
A,Australia,27444,15,905,0,25147,1392,1,8378006,25591088,10/20/20,10/15/20
G,Greece,27334,865,534,6,9989,16811,86,1588713,10407015,10/20/20,10/15/20
S,S. Korea,25424,91,450,3,23584,1390,70,2503491,51282985,10/20/20,10/15/20
N,North Macedonia,24836,640,862,12,17905,6069,25,226612,2083347,10/20/20,10/15/20
M,Malaysia,22957,732,199,6,14931,7827,102,1940261,32493612,10/20/20,10/15/20
C,Cameroon,21570,0,425,0,20117,1028,61,149000,26745630,10/20/20,10/15/20
G,Georgia,21208,1351,172,14,9003,12033,0,800789,3986764,10/20/20,10/15/20
I,Ivory Coast,20363,21,121,0,20070,172,0,181735,26575786,10/20/20,10/15/20
A,Albania,17948,297,462,4,10341,7145,20,111564,2876812,10/20/20,10/15/20
N,Norway,16964,193,279,1,11863,4822,6,1528498,5434377,10/20/20,10/15/20
M,Madagascar,16810,0,238,0,16215,357,16,85407,27905963,10/20/20,10/15/20
M,Montenegro,16069,177,250,3,11815,4004,26,82464,628091,10/20/20,10/15/20
Z,Zambia,16000,18,346,0,15168,486,0,218231,18538864,10/20/20,10/15/20
